RespondentID;age;gender;country;federalState;psychosocialWorker;News_Sensitivity;Lang_Sensitivity;NewsWorry;NewsBoundaries;LangHighSensitivity;LangLowSensitivity;softDeathInjNums;verySoftDeathInjNums;newsConsumptionFrequency;newsConsumptionFrequency_numbered;p1_f_avg;p1_f_med;p1_lI_avg;p1_lI_med;p1_cB_avg;p1_cB_med;p2_f_avg;p2_f_med;p2_lI_avg;p2_lI_med;p2_cB_avg;p2_cB_med;p3_f_avg;p3_f_med;p3_lI_avg;p3_lI_med;p3_cB_avg;p3_cB_med;p4_f_avg;p4_f_med;p4_lI_avg;p4_lI_med;p4_cB_avg;p4_cB_med;p5_f_avg;p5_f_med;p5_lI_avg;p5_lI_med;p5_cB_avg;p5_cB_med;p6_f_avg;p6_f_med;p6_lI_avg;p6_lI_med;p6_cB_avg;p6_cB_med;p7_f_avg;p7_f_med;p7_lI_avg;p7_lI_med;p7_cB_avg;p7_cB_med;p8_f_avg;p8_f_med;p8_lI_avg;p8_lI_med;p8_cB_avg;p8_cB_med;p9_f_avg;p9_f_med;p9_lI_avg;p9_lI_med;p9_cB_avg;p9_cB_med;p10_f_avg;p10_f_med;p10_lI_avg;p10_lI_med;p10_cB_avg;p10_cB_med;p11_f_avg;p11_f_med;p11_lI_avg;p11_lI_med;p11_cB_avg;p11_cB_med;p12_f_avg;p12_f_med;p12_lI_avg;p12_lI_med;p12_cB_avg;p12_cB_med;p13_f_avg;p13_f_med;p13_lI_avg;p13_lI_med;p13_cB_avg;p13_cB_med;p14_f_avg;p14_f_med;p14_lI_avg;p14_lI_med;p14_cB_avg;p14_cB_med;p15_f_avg;p15_f_med;p15_lI_avg;p15_lI_med;p15_cB_avg;p15_cB_med;p16_f_avg;p16_f_med;p16_lI_avg;p16_lI_med;p16_cB_avg;p16_cB_med;p17_f_avg;p17_f_med;p17_lI_avg;p17_lI_med;p17_cB_avg;p17_cB_med;p18_f_avg;p18_f_med;p18_lI_avg;p18_lI_med;p18_cB_avg;p18_cB_med
67e923d11acc6afb9c9fc2f5;56;male;at;OÖ;false;-2;-1;-1;1;0;1;1;1;severalTimesDaily;5;1.975;2.25;1.2708333333333333;1;3.245833333333333;3.75;1.3541666666666667;1.5;1.0625;1;2.4166666666666665;2.5;2.3125;2.25;0.7708333333333334;0.75;3.0833333333333335;3;2.34375;2.34375;0.78125;0.78125;3.125;3.125;1.8046875;1.6875;0.740625;0.5625;2.5453125;2.25;1.8778409090909092;1.6875;0.7372159090909091;0.75;2.6150568181818183;2.25;1.6272321428571428;1.5;0.5959821428571429;0.5625;2.2232142857142856;2.25;0.818359375;0.94921875;0.8232421875;0.375;1.6416015625;1.78125;1.3903377757352942;1.125;1.1190831801470589;1;2.509420955882353;3;1;1;1.4473684210526316;1.5;2.4473684210526314;2.25;0.9535725911458334;0.7119140625;1.3317464192708333;1.3125;2.2853190104166665;2;-1000;-1000;-1000;-1000;-1000;-1000;1.5406256781684027;1.84375;1.1865743001302083;1.3125;2.727199978298611;2.625;1.0939537497127758;1;0.9792345832375919;0.75;2.0731883329503678;2;0.7347066243489583;0.421875;0.691668701171875;0.421875;1.4263753255208333;1.0546875;1.1772058660333806;1;0.9576318914240057;0.75;2.1348377574573862;3;1.3617963790893555;1.125;0.7263930638631185;0.5625;2.088189442952474;1.6875;0.728936139275046;0.22525405883789062;0.8730338601505055;0.75;1.6019699994255514;1
67e923d11acc6afb9c9fc2f5;56;male;at;OÖ;false;-2;-1;-1;1;0;1;1;1;severalTimesDaily;5;1.975;2.25;1.2708333333333333;1;3.245833333333333;3.75;1.3541666666666667;1.5;1.0625;1;2.4166666666666665;2.5;2.3125;2.25;0.7708333333333334;0.75;3.0833333333333335;3;2.34375;2.34375;0.78125;0.78125;3.125;3.125;1.8046875;1.6875;0.740625;0.5625;2.5453125;2.25;1.8778409090909092;1.6875;0.7372159090909091;0.75;2.6150568181818183;2.25;1.6272321428571428;1.5;0.5959821428571429;0.5625;2.2232142857142856;2.25;0.818359375;0.94921875;0.8232421875;0.375;1.6416015625;1.78125;1.3903377757352942;1.125;1.1190831801470589;1;2.509420955882353;3;1;1;1.4473684210526316;1.5;2.4473684210526314;2.25;0.9535725911458334;0.7119140625;1.3317464192708333;1.3125;2.2853190104166665;2;-1000;-1000;-1000;-1000;-1000;-1000;1.5406256781684027;1.84375;1.1865743001302083;1.3125;2.727199978298611;2.625;1.0939537497127758;1;0.9792345832375919;0.75;2.0731883329503678;2;0.7347066243489583;0.421875;0.691668701171875;0.421875;1.4263753255208333;1.0546875;1.1772058660333806;1;0.9576318914240057;0.75;2.1348377574573862;3;1.3617963790893555;1.125;0.7263930638631185;0.5625;2.088189442952474;1.6875;0.728936139275046;0.22525405883789062;0.8730338601505055;0.75;1.6019699994255514;1
67eabf60087556d6e76c0c58;56;male;at;OÖ;false;-1;4;0;1;2;-2;0;0;severalTimesDaily;5;1.4;1;0.9041666666666667;1;2.3041666666666667;2;1.025;1.25;1.175;0.875;2.2;2.25;1.6160714285714286;2;1.0892857142857142;0.75;2.705357142857143;3;1.40625;1.125;0.609375;0.5625;2.015625;1.6875;0.8772321428571429;1.125;0.5223214285714286;0.5625;1.3995535714285714;1.6875;1.65625;1.40625;0.6671875;0.5625;2.3234375;1.96875;1.36875;1.5;0.659375;0.75;2.028125;1.875;0.6338778409090909;0.6328125;0.80859375;0.375;1.4424715909090908;1.6875;1.1552734375;1.0625;0.85888671875;1;2.01416015625;1.75;0.6785714285714286;0;1.3392857142857142;1;2.017857142857143;2;0.3985460069444444;0.1875;0.9006618923611112;1;1.2992078993055556;1;-1000;-1000;-1000;-1000;-1000;-1000;0.8094704367897727;0.75;0.7087124911221591;0.75;1.5181829279119319;1.265625;0.9519672393798828;0.84375;0.8373117446899414;0.875;1.7892789840698242;1.265625;0.877716064453125;0.73828125;0.5490468343098959;0.421875;1.4267628987630208;1.125;0.3382195366753472;0;0.8128000895182291;0.5625;1.1510196261935763;1;0.6415915489196777;0.200225830078125;0.5723826885223389;0.5625;1.2139742374420166;0.791015625;0.2997100830078125;0;0.7852717081705729;0.75;1.0849817911783854;1
67eae8825bce0d0bf8c127b4;26;female;de;BW;false;-2;-1;-1;1;0;1;2;3;daily;4;1.1458333333333333;1.0625;0.8020833333333334;0.75;1.9479166666666667;2;1.2142857142857142;1;1.1428571428571428;0.75;2.357142857142857;2.25;2.5;2.5;0.5;1;3;3.5;-1000;-1000;-1000;-1000;-1000;-1000;0.796875;0.796875;0.3984375;0.3984375;1.1953125;1.1953125;0.921875;0.921875;0.4609375;0.4609375;1.3828125;1.3828125;2.625;3;-0.15625;-0.3125;2.46875;2;0.9869791666666666;1;1.03515625;0.75;2.0221354166666665;1.875;1.1785714285714286;1;0.7723214285714286;0.75;1.9508928571428572;2;1.7857142857142858;2;0.7142857142857143;0.75;2.5;2;1.1139705882352942;1;1.0625;0.75;2.176470588235294;1.6875;-1000;-1000;-1000;-1000;-1000;-1000;1.8096590909090908;1.6875;0.8110795454545454;0.75;2.6207386363636362;2.25;1.3454861111111112;1.0625;0.6796875;0.5625;2.025173611111111;1.6875;1.316920230263158;1.125;0.4828844572368421;0.5625;1.7998046875;1.5;1.470458984375;1.265625;0.6604527064732143;0.75;2.1309116908482144;1.875;1.309375;1.125;0.62109375;0.5625;1.93046875;1.6875;1.33251953125;1.125;0.781494140625;0.75;2.114013671875;1.6875
67ec346dc28d4af1b0b04edf;26;female;at;OÖ;false;-4;-4;-2;2;-2;2;0;0;never;0;0;0;-0.05;-0.75;-0.05;-0.75;0.975;0.375;0.31875;0.09375;1.29375;1;1.03125;0.84375;0.4895833333333333;0.65625;1.5208333333333333;2.125;-1000;-1000;-1000;-1000;-1000;-1000;0.41015625;0.1875;-0.19921875;-0.3984375;0.2109375;-0.2109375;0;0;0.341796875;0.341796875;0.341796875;0.341796875;0;0;0.282470703125;-0.27685546875;0.282470703125;-0.27685546875;0.2373046875;0;1.5791015625;2;1.81640625;2;0.6785714285714286;1;-0.07142857142857142;1;0.6071428571428571;1.5;0.6363636363636364;0;0.3409090909090909;1;0.9772727272727273;1.5;0.20833333333333334;0;0.9479166666666666;1.0625;1.15625;1.125;-1000;-1000;-1000;-1000;-1000;-1000;0.6875;0;0.2604166666666667;0.84375;0.9479166666666666;0.84375;0.26875;0;0.29583333333333334;0.84375;0.5645833333333333;0.84375;0.15553977272727273;0;0.34730113636363635;0.84375;0.5028409090909091;0.84375;0.1875;0;0.036458333333333336;-0.140625;0.22395833333333334;0.21875;0;0;0.0625;-0.5625;0.0625;-0.5625;0.2544642857142857;0;0.17912946428571427;0.50390625;0.43359375;0.59765625
67eed206c1cd5d3e138ccdb0;25;male;at;OÖ;false;-1;0;0;1;-1;-1;1;3;lessThanOnceWeekly;1;2.4409722222222223;2.625;1.1875;1;3.6284722222222223;3.875;1.9285714285714286;2;1.25;1.5;3.1785714285714284;3.75;2.236842105263158;2.25;0.9967105263157895;1;3.2335526315789473;3;2.1375;2.625;0.8375;1;2.975;3.5;1.435546875;1.1953125;0.626953125;0.75;2.0625;1.9921875;2.0169270833333335;2.125;1.0130208333333333;0.796875;3.0299479166666665;3;1.821875;2.25;0.49895833333333334;0.75;2.3208333333333333;1.6875;1.3233963815789473;1;1.3131167763157894;1.5;2.6365131578947367;3;1.9618055555555556;2.125;1.2222222222222223;1.5;3.1840277777777777;3;1.3940217391304348;1.6875;0.7472826086956522;1;2.141304347826087;2.25;1.40625;1.25;1.0198863636363635;1.0625;2.4261363636363638;2.625;-1000;-1000;-1000;-1000;-1000;-1000;2.30078125;2.25;1.0546875;1;3.35546875;3;1.0382401315789473;1.125;0.9165296052631579;0.75;1.9547697368421053;1.6875;1.688916015625;1.6875;0.98759765625;0.5625;2.676513671875;2.25;1.3559434678819444;1.4765625;0.4468587239583333;0.388916015625;1.8028021918402777;1.5;1.491673519736842;1.6875;0.7735402960526315;0.5625;2.265213815789474;2.25;1.1300551470588236;1.125;0.7320772058823529;0.75;1.8621323529411764;1.6875
67eef3e4340c1df24a635872;24;female;at;OÖ;false;-4;-4;-2;2;-2;2;0;1;severalTimesDaily;5;1.8892045454545454;2.25;1.2329545454545454;1;3.122159090909091;3;1.5845588235294117;2.25;0.9007352941176471;1;2.485294117647059;3;1.9270833333333333;1.96875;0.7673611111111112;0.75;2.6944444444444446;2.625;1.7135416666666667;1.75;1.078125;1;2.7916666666666665;2.625;1.26953125;1.0546875;0.9557291666666666;0.84375;2.2252604166666665;1.6875;1.9778645833333333;2.125;1.1462673611111112;1;3.1241319444444446;3.75;1.4635881696428572;1.125;0.5897972470238095;0.75;2.0533854166666665;1.6875;0.6963404605263158;0.421875;1.1768092105263157;1;1.8731496710526316;1.875;1.20263671875;0.921875;1.31201171875;1.5;2.5146484375;2.25;0.9280911959134616;1;1.2021296574519231;1.5;2.1302208533653846;2.25;0.943095703125;0.75;0.998095703125;1;1.94119140625;2;-1000;-1000;-1000;-1000;-1000;-1000;1.2197774251302083;1;1.4072774251302083;1.5;2.6270548502604165;3;1.181295955882353;0.5625;0.2883731617647059;0.421875;1.4696691176470589;1.6875;1.1516145978655135;0.6328125;0.8615755353655133;0.474609375;2.013190133231027;1.6875;1.0499234406844429;1;0.5816935663637908;0.474609375;1.6316170070482336;1.5;1.3100747108459472;0.5625;1.0218911170959473;1.125;2.3319658279418944;1.6875;0.4509517908096313;0.08447027206420898;0.7603267908096314;0.75;1.2112785816192626;1.265625
67efdc30781f59de90d07ff4;56;female;at;OÖ;false;0;-2;0;0;-1;1;2;2;fourToSixTimesWeekly;3;1.5340909090909092;1.625;1.2556818181818181;1;2.789772727272727;3;1.6015625;2.125;1.5026041666666667;2;3.1041666666666665;3;1.7113095238095237;1.6875;1.3392857142857142;1.5;3.050595238095238;2.25;1.5833333333333333;1.25;1.15625;1;2.7395833333333335;2.75;0.7979910714285714;0.5859375;0.6696428571428571;0.5;1.4676339285714286;1.375;1.2087673611111112;0.974609375;0.9561631944444444;0.796875;2.1649305555555554;2;1.2180524553571428;0.75;0.9104817708333334;0.75;2.1285342261904763;1.5;0.6861328125;0.158203125;1.09921875;1;1.7853515625;1.5;0.4237007472826087;0;1.2823963994565217;1.5;1.7060971467391304;2;1.173857421875;0.75;1.036357421875;1;2.21021484375;2.25;0.6367021040482954;0.75;1.0486339222301135;1;1.6853360262784092;1.5;-1000;-1000;-1000;-1000;-1000;-1000;0.8984324137369791;0.13348388671875;1.0650990804036458;1;1.963531494140625;2;0.7434895833333334;0.421875;0.9425223214285714;1;1.6860119047619047;1.875;0.7149519920349121;0.5625;0.7433536847432455;0.69140625;1.4583056767781575;1.125;0.7521133422851562;0.5625;0.7883098436438519;0.6328125;1.540423185929008;1.58203125;0.5085200848786727;0.056313514709472656;0.8211050033569336;0.75;1.3296250882356062;1.125;0.750559876946842;0.31640625;0.7101187004762537;0.75;1.4606785774230957;1
67efdc32543d62caa7bf41b1;56;female;at;OÖ;false;0;-2;0;0;-1;1;2;2;fourToSixTimesWeekly;3;1.5340909090909092;1.625;1.2556818181818181;1;2.789772727272727;3;1.6015625;2.125;1.5026041666666667;2;3.1041666666666665;3;1.7113095238095237;1.6875;1.3392857142857142;1.5;3.050595238095238;2.25;1.5833333333333333;1.25;1.15625;1;2.7395833333333335;2.75;0.7979910714285714;0.5859375;0.6696428571428571;0.5;1.4676339285714286;1.375;1.2087673611111112;0.974609375;0.9561631944444444;0.796875;2.1649305555555554;2;1.2180524553571428;0.75;0.9104817708333334;0.75;2.1285342261904763;1.5;0.6861328125;0.158203125;1.09921875;1;1.7853515625;1.5;0.4237007472826087;0;1.2823963994565217;1.5;1.7060971467391304;2;1.173857421875;0.75;1.036357421875;1;2.21021484375;2.25;0.6367021040482954;0.75;1.0486339222301135;1;1.6853360262784092;1.5;-1000;-1000;-1000;-1000;-1000;-1000;0.8984324137369791;0.13348388671875;1.0650990804036458;1;1.963531494140625;2;0.7434895833333334;0.421875;0.9425223214285714;1;1.6860119047619047;1.875;0.7149519920349121;0.5625;0.7433536847432455;0.69140625;1.4583056767781575;1.125;0.7521133422851562;0.5625;0.7883098436438519;0.6328125;1.540423185929008;1.58203125;0.5085200848786727;0.056313514709472656;0.8211050033569336;0.75;1.3296250882356062;1.125;0.750559876946842;0.31640625;0.7101187004762537;0.75;1.4606785774230957;1
67f2655a31a538603f74cb5e;34;female;at;OÖ;false;-4;-4;-2;2;-2;2;1;1;lessThanOnceWeekly;1;1;1;-1.2830882352941178;-1;-0.28308823529411764;0;0.6590909090909091;0;-0.8465909090909091;-0.75;-0.1875;-0.75;1.2375;1.6875;-0.6375;-0.5625;0.6;1.125;1.125;1.125;-1.75;-1.75;-0.625;-0.625;0.345703125;0;-0.7265625;-0.421875;-0.380859375;-0.421875;0.4921875;0;-1.0224609375;-1.3125;-0.5302734375;-0.369140625;0;0;-0.2900390625;-0.31640625;-0.2900390625;-0.31640625;1.2860243055555556;1;0.4782986111111111;0.75;1.7643229166666667;2;0.2727272727272727;0;-1.3409090909090908;-1.5;-1.0681818181818181;-1.5;1.4318181818181819;1.5;-1.3409090909090908;-1;0.09090909090909091;0;0.5;0;-1.296875;-1.25;-0.796875;-0.875;-1000;-1000;-1000;-1000;-1000;-1000;0.4166666666666667;0;-1.25;-1.125;-0.8333333333333334;-1;0.8181818181818182;0;-0.7642045454545454;-1.125;0.05397727272727273;-0.375;0.8383413461538461;0;-0.9395282451923077;-1.125;-0.10118689903846154;-0.2373046875;0.25;0;-0.347198486328125;-0.2373046875;-0.097198486328125;-0.2373046875;0.7653245192307693;0;-0.7986778846153846;-1.125;-0.033353365384615384;-1.125;0.84375;0;-1.1015625;-1.3125;-0.2578125;-0.5625
67f2d6bed35dd02c1e31159c;65;female;at;NÖ;false;-3;-2;-1;2;-2;0;0;0;severalTimesDaily;5;2.671875;3;1.68125;1.75;4.353125;4.5;2.4965277777777777;3;1.4930555555555556;1.5;3.9895833333333335;4;2.349264705882353;3;1.5330882352941178;2;3.8823529411764706;5;2.109375;2.625;1.3828125;1.75;3.4921875;4.375;1.5703125;1.265625;1.046875;0.84375;2.6171875;2.109375;2.1143973214285716;2.25;1.3738839285714286;1.5;3.48828125;3.75;1.748779296875;1.6875;1.1346028645833333;1.06640625;2.8833821614583335;2.666015625;1.4614955357142858;1.40625;0.6640625;0.69140625;2.1255580357142856;2.197265625;2.154166666666667;2.25;1.2208333333333334;1.125;3.375;3.75;2.4375;3;1.0460526315789473;1.125;3.4835526315789473;4;1.86328125;1.59375;1.0390625;1.125;2.90234375;2.90625;-1000;-1000;-1000;-1000;-1000;-1000;2.578125;2.625;1.3854166666666667;1.5;3.9635416666666665;3.875;1.8901654411764706;1.6875;1.0760569852941178;1;2.9662224264705883;2.8125;1.6445886948529411;1.6875;0.8303079044117647;1;2.474896599264706;2.8125;1.3213348388671875;0.94921875;0.653106689453125;0.59765625;1.9744415283203125;1.494140625;1.5311472039473684;1.6875;0.8956106085526315;1.125;2.4267578125;2.8125;1.6731770833333333;1.84375;0.9889322916666666;1.3125;2.662109375;3.28125
67f3778d46994677bac9905f;23;female;at;OÖ;false;-1;1;0;1;1;0;2;0;daily;4;2.35;2.25;0.4166666666666667;1;2.7666666666666666;3;1.9027777777777777;2;0.625;1;2.5277777777777777;3;2.3990384615384617;2.25;0.5625;0.75;2.9615384615384617;3;2.171875;2.125;0.2109375;0.5;2.3828125;2;1.4360795454545454;0.84375;0.11647727272727272;0.25;1.5525568181818181;1.125;1.9119318181818181;2.25;0.3650568181818182;0.75;2.2769886363636362;2;1.4699519230769231;1.265625;-0.1466346153846154;-0.375;1.3233173076923077;0.75;1.0930606617647058;1;0.9411764705882353;1;2.034237132352941;2;1.583984375;2;0.4892578125;0.75;2.0732421875;3;1.5334041819852942;1.5;-0.5902315027573529;-0.75;0.9431726792279411;0.75;1.4774932861328125;1.5;0.02687835693359375;-0.13348388671875;1.5043716430664062;0.75;-1000;-1000;-1000;-1000;-1000;-1000;1.9130725860595703;2.25;0.6098699569702148;0.75;2.522942543029785;3;1.65625;2;-0.046875;-0.109375;1.609375;1;1.6072583198547363;1.4765625;0.39558959007263184;0.06792640686035156;2.002847909927368;1.171875;1.7658724103655135;1.96875;-0.2462174551827567;-0.17816734313964844;1.5196549551827567;1.3125;1.2234516143798828;0.474609375;0.1456526650322808;-0.158203125;1.3691042794121637;0.31640625;0.9974534511566162;1.037109375;-0.3209923505783081;-0.30236756801605225;0.6764611005783081;0.5625
67f39a975d71fccdc2d38ad6;25;female;at;W;false;-2;1;-1;1;0;-1;0;1;fourToSixTimesWeekly;3;0.9375;1;0.9375;1;1.875;2;2;2;1;1;3;3;0.75;0.75;0.75;0.75;1.5;1.5;1.5;1.5;0.75;0.75;2.25;2.25;-1000;-1000;-1000;-1000;-1000;-1000;1.1041666666666667;1;0.8020833333333334;0.875;1.90625;2;0.7834821428571429;0.75;0.6227678571428571;0.75;1.40625;1.5;1.2;1;0.75;1;1.95;2;1.6071428571428572;2;0.7232142857142857;0.75;2.330357142857143;3;1.4423076923076923;2;0.8653846153846154;0.75;2.3076923076923075;3;1.075;0.75;0.775;0.75;1.85;1.5;-1000;-1000;-1000;-1000;-1000;-1000;2.25;3;0.9166666666666666;1;3.1666666666666665;4;1;1;1;1;2;2;0.834375;0.84375;0.43125;0.421875;1.265625;1.125;0.8802083333333334;0.75;0.6510416666666666;0.75;1.53125;1.5;1.7942708333333333;2.25;0.5980902777777778;0.75;2.392361111111111;3;0.6082589285714286;0.5;0.6439732142857143;0.75;1.2522321428571428;1.5
67f7fe8d7dedf2ce76fed84d;23;female;at;OÖ;false;-3;1;-2;1;1;0;0;0;oneToThreeTimesWeekly;2;2.2960526315789473;2.25;1.6348684210526316;2;3.9309210526315788;3.75;1.7730263157894737;2.25;0.9407894736842105;1.5;2.713815789473684;3.75;2.1838235294117645;3;1.3566176470588236;2;3.5404411764705883;5;1.96875;2.625;1.1171875;1.25;3.0859375;3.875;1.6666666666666667;1.265625;0.984375;0.84375;2.6510416666666665;2.109375;1.6754261363636365;2;1.0738636363636365;1;2.749289772727273;3;1.8161808894230769;2.25;1.1915564903846154;1.5;3.0077373798076925;3.75;1.2255208333333334;1;1.0356770833333333;0.75;2.2611979166666667;3;2.1597222222222223;2.25;1.4375;1.5;3.5972222222222223;3.75;1.9672619047619047;2.25;1.3035714285714286;1.125;3.2708333333333335;3.75;1.9744318181818181;2.125;1.4829545454545454;1.5;3.4573863636363638;3.75;-1000;-1000;-1000;-1000;-1000;-1000;2.265625;2.25;1.6171875;1.5;3.8828125;3.75;1.4918154761904763;1.265625;1.122953869047619;1;2.6147693452380953;2.25;1.7619977678571428;1.6875;1.0570591517857142;1;2.819056919642857;2.8125;1.398668791118421;1.6875;0.9856214021381579;1.125;2.3842901932565788;2.8125;1.4395559210526316;1.125;0.9454666940789473;1.125;2.3850226151315788;2.25;1.6557904411764706;1.6875;1.1332720588235294;1.125;2.7890625;2.8125
67f806a874e7f457806a70b1;27;female;at;OÖ;false;4;4;2;-2;2;-2;1;3;oneToThreeTimesWeekly;2;1.7797619047619047;2;1.1577380952380953;1;2.9375;3;1.9613095238095237;2.25;0.8720238095238095;0.75;2.8333333333333335;3;2.326388888888889;2.25;0.8715277777777778;0.9375;3.1979166666666665;2.90625;2.171875;2.625;1.2864583333333333;1.0625;3.4583333333333335;3.5;1.3694196428571428;1.0546875;0.8404017857142857;0.796875;2.2098214285714284;1.6875;1.91796875;2.25;1.0950520833333333;1;3.0130208333333335;3.375;1.5608181423611112;1.3828125;0.7228190104166666;0.65625;2.2836371527777777;1.6875;1.1946231617647058;1;0.9735753676470589;0.6328125;2.1681985294117645;2;1.71826171875;1.5;1.15263671875;1;2.8708984375;2.8125;1.0274074388586956;1;0.9757770040760869;1;2.0031844429347827;2.25;1.06011962890625;1.0625;1.06949462890625;0.75;2.1296142578125;2.25;-1000;-1000;-1000;-1000;-1000;-1000;1.8149558619449013;2;1.1274558619449013;1;2.9424117238898027;3;1.2649739583333333;1.125;0.7541232638888888;0.703125;2.0190972222222223;2;1.4311439877464658;1.125;0.8467410859607515;0.5625;2.277885073707217;1.6875;1.2180633544921875;0.94921875;0.7520563462201286;0.5625;1.9701197007123161;1.58203125;1.5108105508904708;1.125;0.8026485443115234;0.5625;2.313459095201994;1.6875;0.8899464342329237;1.125;0.764512406455146;0.5625;1.6544588406880696;1.6875
